service;date;time;message;sentimen
twitter;09/18/2021;11:45:00;@humas_kediri Level PPKM yang sudah diturunkan dan beberapa kebijakan ikut dilonggarkan namun penerapan protokol kesehatan tetap harus di terapkan\n\n#PPKMLonggarProkesJalan\nTetap Laksanakan 5Mg;Positif
twitter;07/22/2021;10:22:00;RT @poconghypebeast:Istilah - istilah di masa pandemi\n\nPSBB \nPSBB Total\nPSBB Transisi\nPPKM\nPPKM Mikro\nPPKM Darurat\nPPKM Level 1\nPPKM Level 2 \nPPKM Level 3\nPPKM Level 4\nPPKM Pedes banget\nPPKM Pedes gila\nPPKM Pedes banget gila sampe guling2;Negatif
twitter;10/20/2021;12:11:00;"RT @Adriandhy:Kini #FilmNussa dengan teks tambahan sudah bisa Teman Tuli saksikan di bioskop2 ini ya! ☺�?\n\nAnak-anak di bawah 12 tahun SUDAH BISA nonton di bioskop ya! Tetap patuhi protokol kesehatan dan pastikan kotamu berstatus PPKM level 1 &amp; 2 (hanya Pulau Jawa dan Bali)\n\n#NussaUntukSemua https://t.co/xnneIQs3qe";Positif
twitter;08/02/2021;05:46:00;RT @gusuran76: Terus fungsi Paguyuban disaat PPKM apa? https://t.co/KSeVBMy5mE;Negatif
twitter;08/13/2021;09:52:00;Nggak tau kenapa sejak PPKM kayak bingung MCD ini bukanya jam berapa dan tutupnya jam berapa. Karena saking bingungnya akhirnya nggak beli-beli �?;Negatif
twitter;07/06/2021;02:14:00;RT @KompasTV:Melanggar PPKM Darurat, Polisi Amankan 81 Orang Termasuk WNA Saat Gerebek Kafe di Kelapa Gading https://t.co/Xa5WLXc2Wr https://t.co/6mdpkQYTOC;Positif
twitter;07/20/2021;21:27:00;RT @rmol_id:Presiden Jokowi Umumkan Perpanjangan PPKM Darurat, Hingga 25 Juli 2021 https://t.co/jsQtYsK5bG;Netral
twitter;07/17/2021;15:48:00;RT @OposisiCerdas:PPKM Darurat Diperpanjang, Mahasiswa UGJ Ajak Rakyat Cirebon Turun ke Jalan\nhttps://t.co/aWpta83759;Negatif
twitter;09/23/2021;12:25:00;RT @ekowboy2: 974 WNA masuk saat PPKM\nPuskesmas dibakar KKB\nNakes tewas diserang KKB\nKapal China masuk Natuna\n\nYTH prof @mohmahfudmd ini le…;Negatif
twitter;10/15/2021;10:03:00;Keputusan pemerintah terkait PPKM dan percepatan vaksinasi sudah tepat, karena berhasil menurunkan kasus positif Covid-19. #VaksinasiBeriDampakBaik #Indonesiamaju https://t.co/sfdD7TMyKY;Positif
twitter;07/23/2021;01:10:00;ppkm ( pelan pelan kita modyar ) twitter.com/poconghypebeas…;Negatif
twitter;09/12/2021;19:56:00;RT @bebetisme8: Assalamualaikum semuaa\nBerhubung Ppkm banyak waktu luang drpd ngantuk mulu aku mau open PO kue bolen nich.\nPer box isi 10 h…;Netral
twitter;07/11/2021;16:51:00;Polres Ciamis Peduli Masyarakat Terdampak PPKM Darurat;Positif
twitter;09/05/2021;04:43:00;RT @wahananewsdotco: Langgar PPKM, Polisi Bubarkan Pesta Pernikahan di Medan dlvr.it/S6y1b5;Positif
twitter;09/11/2021;11:37:00;Demi Keselamatan Rakyat Indonesia, Keputusan Pemerintah Terkait PPKM Dan Percepatan Vaksinisasi Sudah Tepat Sehingga Berhasil Menurunkan Kasus Positif Covid-19\n\nVaksin Lindungi Masyarakat https://t.co/EwkiO85YaX;Positif
twitter;09/11/2021;21:10:00;gak sense of PPKM nih https://t.co/WT60pqFFPD;Netral
twitter;07/22/2021;02:11:00;RT @ZAEffendy:21 Juli 2021: Aksi menolak PPKM oleh ratusan massa gabungan pelajar, mahasiswa, pedagang, dan ojol di Kawasan Balai Kota, Jln. Wastukancana, Kota Bandung. #Nalar ... #PPKMLevel4 �?� https://t.co/8F7A75m3KH;Negatif
twitter;07/05/2021;00:04:00;RT @TeddyGusnaidi: Para petinggi yg memprovokasi untuk melawan PPKM Darurat, coba tantang mereka masuk ke ruang pasien covid tanpa masker d…;Negatif
twitter;07/25/2021;19:52:00;Ppkm di perpanjang lagi, harap bersabar~;Netral
twitter;07/04/2021;09:51:00;RT @Kemenag_RI: Imbauan Dirjen Bimas Kristen kepada para pengurus Gereja Kristen terkait penerapan kebijakan PPKM Darurat di Pulau Jawa dan…;Netral
twitter;07/02/2021;00:18:00;RT @marlina_idha: 4 Permintaan Anies ke Pusat Sebelum Teken PPKM Darurat\n\nRealistis �? https://t.co/jnWMCKc6T2;Netral
twitter;08/06/2021;15:24:00;Polres Blitar Gencarkan Operasi PPKM Level 4 https://t.co/QRUYjTQQaU;Netral
twitter;07/04/2021;20:15:00;RT @kopichuseyoid: Available at all Kopi Chuseyo branch! Karena sekarang kita lagi PPKM kita anjurin buat belinya via ojol dan takeaway aja…;Netral
twitter;07/26/2021;15:34:00;PPKM...pelan pelan kian mendekat...covid segera minggat...salam sehat semuanya...tetap Prokes...;Positif
twitter;09/20/2021;07:52:00;RT @CNNIndonesia: PPKM di Seluruh Wilayah Indonesia Berakhir Hari Ini cnnindonesia.com/nasional/20210…;Netral
twitter;08/05/2021;16:17:00;Persiapan Pembukaan PPKM Tgl 9 Agustus di Bibleng Tunjungrejo 🌿�?�☕�?�?�\n\n#Bibleng #PPKM #pandemi #Socialimpact #GlobalGoals #Tunjungrejo #economy #ekonomi #economicempowerment #pandemic #covid2021 #warung #kopi #cafe #coffee #CoffeeLover #coffeetime #Tunjungrejo #business #bisnis https://t.co/sFyid3iTFV;Netral
twitter;08/05/2021;16:18:00;RT @onthesbrew:https://t.co/E70jLBjapu\n\nWarga Pandeglang dihebohkan dengan temuan beras yang kondisinya sudah menggumpal seperti batu. Beras tersebut merupakan bantuan bagi warga yang terdampak PPKM.;Negatif
twitter;07/14/2021;10:29:00;RT @dellgaz:udh susah ketemu ppkm 6 minggu pulaaa, ya Allah bu/pak saya kangen sm pacar saya ih pgn ketemu🥺;Negatif
twitter;07/06/2021;03:10:00;RT @wartafana: ppkm pelan pelan kita mninggal;Negatif
twitter;09/02/2021;08:11:00;Virus corona sudah mulai stabil, dan juga angka kematian karena terkena  corona sudah mulai menurun, tetapi angka kematian meningkat lagi pada tahun 2021 bulan Juli, maka dari itu pemerintahan melakukan PPKM level 4 (Perberlakukan Pembatasan Kegiatan Masyarakat.),;Positif
twitter;07/16/2021;11:04:00;RT @socratesoust:ppkm = pelan pelan kita miskin;Negatif
twitter;07/17/2021;20:57:00;RT @abu_waras: Istilah PSBB maupun PPKM DARURAT itu adalah LOCKDOWN versi Negara MISKIN yang tidak punya duit dan tidak mau keluar duit unt…;Negatif
twitter;07/15/2021;09:42:00;RT @masykurridho2:Kepanjangan PPKM Diplesetkan Jadi Pamong Praja Kok Mukul, Sindir Pemukulan Satpol PP di Gowa\n\n#PresidenGagalWajibDiganti Garuda | Biadab | Arab Saudi | Pecat | Satuan\n\nhttps://t.co/fcG6nLrmHq;Negatif
twitter;07/04/2021;00:11:00;RT @kumparan: Lurah di Depok Gelar Hajatan dengan berjoget di hari pertama PPKM Darurat. #kumparanNEWS kumparan.com/kumparannews/l…;Negatif
twitter;07/15/2021;15:15:00;RT @dr_tompi:PPKM darurat ini GAK ENAK, tp apakah ada cara lebih baik? Gak usah ngebahas yg lalu, coba kita renungkan KONDISI saat ini kl mau kita atasi sama2 biar sehat, enak hidupnya—- USULnya speerti apa?;Positif
twitter;08/28/2021;18:43:00;RT @dickysenda:Ketika ada PPKM masyarakat dibatasi eh gubernur dan para bupati se-NTT justru party di pulau Semau. Bukan Revo sa yg beda pemda NTT ju beda naaa.... https://t.co/m0g7CPMBkC;Negatif
twitter;08/10/2021;01:58:00;RT @nksthi: Booosss, sekalian aja diumumin buat tanggal 16 Agustus besok, ada perpanjangan PPKM lagi sampai 23 Agustus. Terus buat 23 Agust…;Negatif
twitter;07/17/2021;08:33:00;"@adearmando1 Kalau semua org di bangsa ini bisa diajak kerja sama, mk gak perlu PPKM, apalg pakai istilah darurat. Tapi faktanya tdk seperti...byk yg nurut, tp byk juga yg ngeyel ditambah lg byk juga provokator.\nKoment2 di bawah...""dgn pengetatan prokes"" pertanyaannya gmana caranya?";Positif
twitter;07/26/2021;06:58:00;RT @Neukbit:@tempodotco 🤣🤣🤣🤣\nOalah,pakbpak?\nMau nanyak ni,\nPuasnya puas dri mana y ini kira kira\nMbok yg bener to,,\nBikin laporan nya kok asal bapak puas aja kayaknya???\nMulai dri PSBB,ganti lagi PPKM,belum lagi level 1 dan 2..\nRasanya dah nano nano.. https://t.co/uQTwq8boVR;Negatif
twitter;07/16/2021;09:26:00;Enak tenan jadi mpud\n\nMahfud MD Asyik Nonton Ikatan Cinta saat PPKM Fadli Zon Beri Ucapan Selamat - Wanheart News newswanheart.blogspot.com/2021/07/mahfud… twitter.com/clara_asma/sta…;Negatif
twitter;07/20/2021;16:48:00;@Dharmawisantuy kan ppkm qq;Netral
twitter;07/06/2021;02:22:00;PPKM\nPernah percaya kamunya menghianati;Negatif
twitter;08/18/2021;14:58:00;"RT @Nicho_Silalahi:Perlombaan Tujuh Belasan Kali Ini Rakyat Wajib Mengikuti ""Lomba Bertahan Hidup"" dan Penguasa Hanya Cukup Berlomba ""Lari Dari Tanggung Jawab"", Mereka Cukup Berkedok PSBB, PPKM, PPKM MIKRO, PPKM DARURAT, PPKM LEVEL²AN Untuk Lari Dari Tanggung Jawab. https://t.co/LADn6njAIl";Negatif
twitter;08/02/2021;00:23:00;RT @Yunardi99:Baru di ppkm belum lagi di lockdown undah pada menjerit   Yaaaa ..... Menjerit lah ayam di kurung tapi ga di kasi makan aja pada menjerit apa lagi ini manusia ..... \nNgomong nya koq gitu sih ......;Negatif
twitter;08/21/2021;18:35:00;Bingung mau ngapain karena masih PPKM? mendingan ikut kelas private bareng saya \nbebas atur waktu belajar, cocok banget buat ngilangin gabut dengan kegiatan yg bermanfaat! https://t.co/4wsmfy5REC;Positif
twitter;07/08/2021;20:32:00;RT @ekowboy2:Nih jejak digital abu janda yang gak percaya covid19, provokasi warga buat keluar rumah, bahkan ngebully Anies yg menerapkan PSBB\n\nSemoga Yang Maha Kuasa segera mengabulkan keinginannya 🤲 https://t.co/cw8nNeucSD;Positif
twitter;07/29/2021;22:21:00;RT @jangandengerin:Semoga tidak ada PPKM genre apa pun lagi setelah 2 Agustus.;Netral
twitter;07/02/2021;07:04:00;Apresiasi PPKM Darurat, BI: Pengendalian pandemi syarat ekonomi pulih https://t.co/evECNIc9Qi;Positif
twitter;07/30/2021;23:21:00;Hampir sama dengan yg coret2 Fortuner, gak usah belagu, mending tuh mobil di sumbangin buat jadi ambulan untuk angkut pasien covid drpd di coret2 sok bilang korban PPKM...., malu.tuh sama yg nyumbang triliunan twitter.com/Speedtrap_/sta…;Negatif
twitter;07/08/2021;11:13:00;@Humascluwak1 Peran TNI-Polri saat ini juga diperlukan oleh Negara dan masyarakat dalam menghadapi Pandemi Covid-19 yang terjadi di Indonesia. #DisiplinPatuhiPPKM;Positif
twitter;08/16/2021;21:00:00;RT @piokharisma:PPKM diperpanjang.\n\nSiapa pun yang membutuhkan jasa fotografer, silakan hubungi saya. Saya sudah kehabisan uang jadi saya mengaktifkan mode: BODO AMAT.\n\nOya, siapa tau info ini membantu: saya sudah vaksin 2x. 🔥🔥🔥;Negatif
twitter;07/21/2021;19:41:00;RT @DannyAyubi:Ayo kita hapalkan.\n-psbb total\n-psbb parsial\n-psbb transisi\n-adapatasi kebiasaan baru\n-ppkm mikro\n-ppkm darurat\n-ppkm level 4 ✔\n\nPemerintah emang hebat\nMenangani semua dengan kata2\n\nPokoknya diutak atik terus agar jangan sampe istilahnya lockdown atau karantina wilayah!;Negatif
twitter;07/25/2021;21:11:00;RT @Masand071:@jokowi Percuma 2020-2021 PSBB, PPKM, PPKM MIKRO, sampe PPKM perlevelan kalo pemerintah gak becus ngurusin corona. Stop kedatangan warga asing penerbangan ditutup. Lockdow. Rakyat wajib vaksin gak vaksin copot blt dll. Kalo masih spt ini sampe kucing bisa ngomong tolong pun ga selesai;Negatif
twitter;07/05/2021;03:31:00;PPKM hanya untuk rakyat kecil, sedangkan aseng bebas nginjak-injak hukum Indonesia https://t.co/VYb5FZTZI9;Negatif
twitter;07/08/2021;10:54:00;RT @HumasPaskot11:Polri Tangani Ratusan Penyelidikan-Penyidikan Selama PPKM Darurat Per 6 Juli 2021\n\n#DisiplinPatuhiPPKM\nVaksinasi Cegah Pandemi\n@polisi_jatim\n\n@yush_abubakar\n@DonaldoSCH\n@ChusnulCh__\n@DioR3born\n\n https://t.co/qLZ7qNchtT;Positif
twitter;07/21/2021;17:10:00;@sodaqueee Jadi ini sebenarnya itu permainan elite global jadi level itu menanda kan kita naik ke tahap selanjutnya nanti pada akhirnya kita melawan raja ppkm itu;Netral
twitter;07/21/2021;16:07:00;Update ~ Massa aksi bergerak dari Jalan Dago menuju Simpang Sulanjana, Bandung..\n\nTOLAK PPKM (21/Juli/2021)\n\n https://t.co/eOGgktQBy8 https://t.co/a162jMCXg6;Netral
twitter;09/08/2021;14:47:00;@ErigkaHumas Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo,M.Si. meninjau pelaksanaan vaksinasi massal kolaborasi  Polri dan Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) di Universitas Esa Unggul,Jakarta Barat.\n#PerketatDisiplinProkes\nPastikan PPKM Efektif\n12;Positif
twitter;07/07/2021;06:46:00;RT @AzzamIzzulhaq:Saya belum melihat, mendengar atau pun membaca pelanggar protokol kesehatan ataupun aturan PPKM di level menengah ke atas seperti di mall, butik, restoran, kafe, dll dikasari, dirubuhkan, diambil dagangannya seperti halnya yg dirasakan oleh para pedagang kecil menengah ke bawah.;Negatif
twitter;09/19/2021;09:05:00;RT @HanifahAndini96:#WaspadaKovidVarianBaru\nVaksin adalah salah satu temuan berharga dunia sains. Jangan ragu n jangan takut ikut vaksinasi. Dan tetap taat aturan PPKM serta disiplin Prokes ya tuips �? dan pake selalu maskermu diruang publik 😷 Jadi penyelamat untuk dirimu n org2 disekitarmu �? https://t.co/G4GFczNwHd;Positif
twitter;07/19/2021;05:34:00;RT @OposisiCerdas:Pemerintah Pakai Istilah PSBB hingga PPKM untuk Hindari Kewajiban Penuhi Kebutuhan Warga\nhttps://t.co/5ru3HIWKWW;Negatif
twitter;07/02/2021;05:58:00;Daerah Diminta Mematuhi Ketentuan PPKM Darurat https://t.co/bhnoMN73u8;Netral
twitter;08/30/2021;18:41:00;@deosetiawan Jadi gimana pax, ppkm udah bisa di ending kan;Netral
twitter;07/05/2021;08:27:00;RT @AfifFuadS:Kalo masih mau taat PPKM harus bertanya dalilnya apa, ini penjelasan Romo Yai Afifuddin Muhadjir, Ulama ahli Usul Fiqh.\nGa usah ngeyel, apalagi berdalil ikut penceramah2 ga jelas. https://t.co/fWxP9ueHhT;Positif
twitter;07/19/2021;15:42:00;RT @zarazettirazr:Satgas Kecolongan, Boshe Bali Ternyata Masih Buka Saat PPKM Darurat https://t.co/JLoPTrswAD;Negatif
twitter;08/16/2021;12:46:00;@sarawatlismv Habis ini kelar bang, tapi gatau kapan;Netral
twitter;08/05/2021;03:39:00;Libur tlah tiba! Libur tlah tiba hatiku gembira. Tapi boong ppkm anjing;Negatif
twitter;08/29/2021;18:12:00;Ppkm aslinya sampe akhir tahun cuman nyicil seminggu seminggu;Netral
twitter;07/25/2021;22:53:00;mksi dh baca, i hope y'all sehat n aman selaloeee. stay safe, stay health, n stay SANE. plis plis jaga diri selalu. cuma bisa doain yg sdg sulit/sakit semoga segera dimudahkan dan segera membaik. u can through this. i love youuu A LOT!!! �?��?��?�;Positif
twitter;09/09/2021;13:37:00;@menfesssyg Vaksin doang;Positif
twitter;09/03/2021;09:42:00;@infomalang mohon infonya. PPKM level 3 ini apakah tenant2 di malang plaza sudah buka semua? Mau cari baterai HP. Atau kalau ada rekomendasi yg jual spare part HP, lagi cari baterai HP Asus. Thx;Netral
twitter;09/08/2021;10:41:00;"Masyarakat Brasil 7 September 2021, untuk kebebasan dan melawan agenda progresif/globalisasi. Protes Wajib vaksinasi &amp; Penguncian / Lockdown COVID-19 \n\nPROKESS BANGSAT\n#perketatdisiplinprokes #puannolprestasi #maskerdanvaksin pastikan ppkm efektif wuhan https://t.co/7P1PUFMJJY";Negatif
twitter;07/22/2021;09:15:00;RT @FiersaBesari:PPKM dikasih level, emang Boncabe;Negatif
twitter;07/24/2021;14:07:00;5M merupakan pelengkap dari gerakan 3M yaitu Memakai Masker, Mencuci Tangan, Menjaga Jarak, Menjauhi Kerumunan dan Membatasi Mobilitas. Protokol ini yang memiliki peran vital jika setiap individu dapat melaksanakannya dengan baik.;Positif
twitter;07/22/2021;15:58:00;RT @muchlis_ar: Kalo pendemo PPKM di Bandung ditangkapin, takmir2 mesjid yang abai prokes juga perlu ditindak. Sama2 membahayakan.\n\nAyolah…;Negatif
twitter;08/15/2021;21:39:00;@mirnayuniati Lanjut smpe duit pemerintah bnyaak;Netral
twitter;07/25/2021;23:12:00;Ppkm mau sampe level berapa siii ......... !!!;Negatif
twitter;07/16/2021;03:17:00;"RT @PSD_313: Asik nih rame terus tiap daerah  PPKM mo ditambah \n\n&gt;Metro - Lampung&lt; https://t.co/WT7ZtddgMn";Netral
twitter;07/05/2021;16:32:00;RT @elisa_jkt:Tyt jika ada yg teriak karantina wilayah /atau PSBB, maka warga yg teriak hrs bikin juklak juknisnya jg.\nEh tp, Pemerintah malah pinter bikin PPKM yg ndak ada dasar hukumnya.\n\nTenang, akutu tuh saat bilang negara harus penuhi hak atas hunian layak, selalu kasih tips nya juga… https://t.co/SLyMWFapIw;Negatif
twitter;09/03/2021;20:19:00;@bontot__ @TynderrFess Emang anjing ini ppkm diperpanjang mana belum vaksin kedua;Negatif
twitter;07/23/2021;15:07:00;Menteri Dalam Negeri (Mendagri) Tito Karnavian menerbitkan instruksi terbaru tentang pemberlakuan pembatasan kegiatan masyarakat (PPKM) untuk wilayah Jawa dan Bali.\n\n#SatpolPPTegasHumanis\n@kemendagri\n\nhttps://t.co/Iiu0z3Y1Zn;Netral
twitter;09/06/2021;21:43:00;@Prinssselll Bete banget udah kayak bayar cicilan utang :(;Negatif
twitter;07/21/2021;18:09:00;RT @RadioElshinta:16.20: RT @Bp_HasbiJunaedi: Menolak Perpanjangan PPKM Darurat Di Kota Bandung Jawa Barat\n#ElshintaEdisiSore\nhttps://t.co/R5YYSDneIl;Negatif
twitter;07/30/2021;10:17:00;RT @1trenggalek: Tinjau Vaksinasi Buruh, Kapolri Harap Pertumbuhan Ekonomi Membaik\n#SinergiPercepatVaksinasi\nPatuhi PPKM Lakukan5M https://…;Positif
twitter;07/04/2021;18:10:00;RT @kismin666oys: Nanya ama mas mas Warung Madura\n\n“Mas klo PPKM gini jam brp tutup ?�?\n“Ya ((sengantuknya)) aja dik�?;Netral
twitter;07/29/2021;00:58:00;@starfess dri rumah saja karna sdg ppkm;Positif
twitter;09/13/2021;16:32:00;RT @HumasPaskot11: Pemberlakuan Perpanjangan PPKM Level 4\n7-20 September 2021\nWilayah Sumatera, Kalimantan, Sulawesi, Nusa Tenggara Dan Pap…;Netral
twitter;09/13/2021;21:38:00;@lucylasie Siapa tau thn baru udh ga ppkm lg, udh ada nama baru wkwk;Negatif
twitter;07/18/2021;11:03:00;RT @kaptenAmercia: Dinamain psbb, ppkm mikro, ppkm darurat, apa aja pokoknya asal bukan “Karantina Wilayah�? biar gak perlu bertanggungjawab…;Negatif
twitter;07/04/2021;06:42:00;PPKM Langkah Tepat\n5 Efek Kerusuhan Yalimo: Ribuan Warga Mengungsi, Perbankan Evakuasi Pegawai\nkompas.tv/article/188940…;Positif
twitter;09/10/2021;20:33:00;RT @Ndrews110611: Suka gk suka, PPKM di bawah opung kita termasuK salah 1 penanganan c19 terbaik,diluar kekurangan yg ada.Menurunkan angka…;Positif
twitter;07/14/2021;13:34:00;"RT @naolpoleh: Taruh senjata kalian TNI/Polri saat menegakkan PPKM,  ganti dg cara yg lbh baik, empati &amp; simpati kpd rakyat itu yg dibutuhk…";Positif
twitter;07/02/2021;14:28:00;RT @humas_restuban: PPKM DARURAT UNTUK KESELAMATN KITA BERSAMA\nPeriode penerapan PPKM Darurat 3-20 Juli 2021\n\n#TaatPPKMDarurat\nDisiplin Per…;Positif
twitter;10/22/2021;13:24:00;@susipudjiastuti Ppkm sdh level 2 kok pake PCR… kemarin level 4 pake antigen aman2 aje;Negatif
twitter;07/15/2021;15:01:00;RT @Kurirtersesat:Istilah PPKM saja sudah bermasalah, harusnya Karantina Wilayah sesuai UU Kekarantinaan. \n\nIstilah ini yang membuat pemerintah melepaskan tanggungjawabnya dalam menjamin kebutuhan dasar rakyat. \n\nJadi yang salah itu sebenarnya pemerintah, cuma rakyat dibuat seakan serba salah. https://t.co/sn2SEDYhYX;Negatif
twitter;07/04/2021;18:36:00;@RadioElshinta @KAI121 Bener pisan nyata!\n\nSeabrek Istilah PSBB Hingga PPKM Darurat, Ubedillah Badru: Percuma Jika… https://t.co/Nj3t8ScldO;Netral
twitter;07/11/2021;05:02:00;RT @Dandhy_Laksono: Dari kawan yang berprofesi sebagai sopir angkutan barang, Pak Harun, asal Tulungagung. Tentang PPKM. https://t.co/EF96l…;Netral
twitter;07/30/2021;16:08:00;RT @FKadrun:Aparat ppkm mborong?? https://t.co/P9MnkYtKpA;Netral
twitter;10/03/2021;17:02:00;Ppkm dan Ganjil Genap hanya sebuah nama dan cerita https://t.co/Sz7CubqWgz;Netral
twitter;07/20/2021;00:55:00;RT @CNNIndonesia:Babak Belur PPKM, Pedagang di Bandung Pasang Bendera Putih https://t.co/pU7eGNDbrP;Negatif
twitter;07/15/2021;05:49:00;RT @__4Lf4th112ad7a: Pabrik Honda Karawang Langgar PPKM cuma di denda 15jt,\nTukang Bubur di denda 5jt,\nIBHRS melanggar Prokes denda nya 50j…;Negatif
twitter;07/06/2021;12:13:00;RT @cakimiNOW:PPKM Darurat berlaku, Gus Muhaimin SIDAK Pasar dan Mall di Selatan Jakarta: “Jangan pernah ABAI Protokol Kesehatan, tapi jangan PANIK (juga), yang terbaik itu tidak usah PANIK, tapi jangan sekali kali ABAI Protokol Kesehatan�?\n\nhttps://t.co/XzILSp4v1o https://t.co/EgIdLOCRkH;Positif
twitter;07/21/2021;09:27:00;Tokoh Masyarakat Kampung Lani Nilai Kebijakan Otsus Bagus untuk Perkembangan Papua.\n. \n. \n. \n . \nPPKM Indonesia Sehat https://t.co/ZYqj1yJqOC;Positif
twitter;07/19/2021;21:39:00;@luviku Kenyataan hdp ....\nKarna PPKM hanya Utk bunuh Rakyat makin banyak;Negatif
twitter;07/13/2021;15:22:00;@FaisalMaulana54 @kodet coba deh pikir², krn psbb ada sebagian orang yg memilih dirumah. walaupun itu cuma ⅛orang. itu juga menjadi pemutusan rantai penyakit. coba kalo ga ada psbb atau ppkm. ⅛ orang itu bakal ttp keluar. dan, akhirnya penyebaran kasus korona jauh lebih besar;Positif
twitter;07/27/2021;10:26:00;Hasilnya, ditemukan masih ada aktivitas kerja di kawasan industri hingga larut malam.;Negatif
twitter;08/31/2021;14:19:00;@Polres_Bwi @HumasPoldaJatim Semua pihak hrs mendukung agar pelaksanaan PON XX Papuan berjalan dg aman\n\n#PolriAmankanPON2021\nPatuhi Prokes PPKM;Positif
twitter;07/02/2021;14:35:00;RT @HUMAS_LOTIM: Meningkatnya angka covid-19 membuat kebijakan PPKM menjadi skala darurat yang akan diperpanjang dari tanggal 3 hingga 20 J…;Netral
twitter;07/04/2021;20:09:00;Video Rombongan WNA di Bandara Soetta saat PPKM Darurat Dipastikan Hoaks\n \nhttps://t.co/Lg57Xv6Hhu via @tribunnews;Negatif
twitter;08/05/2021;01:29:00;Ternyata bukan ppkm saja yang di perpanjang kemiskinanku juga;Negatif
twitter;07/10/2021;10:12:00;RT @varoravaro: PPKM\nPernah Percaya Kemudian Menyesal\n\nLanjutin..;Negatif
twitter;07/03/2021;16:16:00;Saya setuju masjid tidak ditutup selama masa PPKM. Namun harus ada kesadaran dari jama'ah. Sekiranya sedang sakit, jgn memaksakan pergi ke masjid. Yg datang ke masjid jama'ah yg benar2 fit. Jgn sampai di masjid batuk2 atau bersin2 malah mengganggu kekhusyukan jama'ah lain.;Negatif
twitter;08/09/2021;23:50:00;RT @nadoarayo: Pemerintah: PPKM diperpanjang hingga 16 agustus\nSeluruh rakyat Indonesia: https://t.co/2XYW0iILdE;Netral
twitter;08/29/2021;17:44:00;RT @tukangrosok___: Indonesia dlm situasi PPKM, Gubernur NTT berpestapora mengadakan konser di Pulau Semau. Perilaku tak pantas dan melukai…;Negatif
twitter;08/09/2021;21:55:00;RT @radenrauf: PPKM dicicil kek kredit panci.\nCanda panci.;Negatif
twitter;07/16/2021;18:04:00;RT @iwan__y: @Puspen_TNI Ketika TNI sibuk PPKM ikut merazia rakyat dan tutup jalan yg dibuat utk rakyat, tapi lupa kejadian kayak gini .. N…;Positif
twitter;08/12/2021;13:37:00;RT @mazzini_gsp: Breaking News: PPKM Diperpanjang, Hingga 16 Agustus. Masyarakat Biasa Harus Laksanakan Prokes Ketat, Tapi Kalau Influencer…;Negatif
twitter;07/30/2021;07:43:00;Pelaksanaan pembatasan mobilitas pada masa PPKM Level 4, Petugas gabungan lakukan penyekatan di Jl. DI Panjaitan, Jakarta Timur (arah ke Kampung Melayu) dan hanya yang berkategori esensial/kritikal serta pengemudi ojek yang dapat melintas.\n\n[📸 via @tmcpoldametro]\n\n#infojkt #… https://t.co/2051Yu6IPX;Positif
twitter;07/11/2021;14:21:00;RT @1trenggalek:Halo Sobat Humas..!\n\nSelama PPKM Darurat ada ketentuan WFH (kerja dari rumah). Kami akan berbagi prokes utk dulur yang lagi WFO (masuk kantor). Mari simak video berikut\n#PrayFromHome\nDari Rumah Untuk Indonesia \nhttps://t.co/39A4iXvfbh;Positif
twitter;07/31/2021;12:58:00;@BobbyHernando Jangan rame rame ah lagi ppkm nih😅;Positif
twitter;07/14/2021;20:10:00;Kita pernah PSBB kemudian sempat new normal sampai akhirnya kita PPKM. Sabar yah;Negatif
twitter;08/30/2021;23:27:00;Ppkm aja diperpanjang lagi masa kamu ga ada niatan buat memperpanjang lagi hubungan kita;Netral
twitter;07/31/2021;08:42:00;RT @POCO_ID:Indonesia!!! Indonesia!! Indonesia!!\n\nJangan sampe PPKM ngebatasin lo buat dukung Indonesia sob! Ayo streaming dan dukung Indonesia dari rumah! \n\nApalagi kalo lo pake jaringan 5G dari #POCOM3Pro, dijamin streaming bakal lancar tanpa buffer! https://t.co/uaR0K1ssyM;Positif
twitter;08/09/2021;22:15:00;"@shitlicious Tujuan ini semua kira2apa ya om? \nPpkm ppkm tapi hasilnya juga ga keliatan2 bgt,malah gencarin vaksin,dan berita korona juga jarang terdengar skg,kalo niatnya bikin rakyat gakbisa makan,masa presiden betah sih telinganya sama "" Ngresulo "" Rakyatnya ? Sampe pada bangkrut pd tutup";Negatif
twitter;08/03/2021;19:15:00;Waka Polri Cek Posko PPKM Mikro di Kompleks Menteng Indah https://t.co/n2A8cKXwhw;Netral
twitter;08/04/2021;09:53:00;PPKM di perpanjang sampai tggl 9 agustus \nDan sudah bisa di tebak akan di perpanjang lagi sampai tanggal 9 bulan 13 tahun KIAMAT hahahaha\nPPKM sampe kiamat aja wes gpp\nJangan nanggung nanggung\nSekalian mati berjamaah😀😀😀;Negatif
twitter;07/27/2021;12:34:00;Tarik Mang! Warga Nekat Dangdutan di Tengah Pandemi | Kabar Siang tvOne – Jakarta, https://t.co/oMzSLvFCMJ - Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) level 4, kini akan diterapkan di Provinsi Sumatera Selatan (Sumsel). ... https://t.co/pC327IM9ZW https://t.co/c6wnDA1eM1;Negatif
